c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,
2364,3,30,404,152,1107,230,166,129,95,3
2626,39,14,506,-966,1495,240,210,134,661,3
2284,7,33,0,0,1304,186,208,134,947,3
2187,120,27,85,-992,2744,254,205,60,277,3
2400,262,30,70,44,350,167,177,158,2455,3
2159,249,27,445,-58,1856,254,199,51,2922,3
2426,267,22,150,-898,931,155,213,200,1196,3
2298,271,37,127,81,1345,40,191,141,1082,3
2153,0,6,402,234,2018,196,230,150,1113,3
2394,20,15,446,238,1019,126,191,101,1148,3
2386,296,23,212,62,1496,251,235,187,1554,3
2447,304,28,90,16,2183,131,173,149,3388,3
2341,49,11,30,-96,1422,212,227,118,443,3
2337,350,33,445,46,297,143,162,112,408,3
2567,59,14,480,195,2267,140,173,161,201,3
2773,308,21,260,242,1450,176,199,159,488,3
2294,46,3,161,-352,1530,235,213,64,765,3
2075,2,21,408,-455,957,134,181,152,1142,3
2187,317,27,28,19,518,135,218,215,1443,3
2033,236,41,31,95,1897,147,216,206,1528,3
2355,300,25,154,133,1239,143,221,161,1913,3
2367,302,21,150,25,1311,134,216,216,990,3
1913,203,35,90,31,1597,160,218,80,90,3
2316,324,24,371,-458,632,161,179,151,201,3
2336,279,27,85,-51,212,101,200,190,256,3
2438,6,35,167,72,627,113,240,141,459,3
2352,60,12,162,180,408,230,213,114,518,3
2444,354,18,564,254,1230,181,200,153,495,3
2414,12,10,440,230,1842,197,197,154,1082,3
2417,36,19,365,-923,914,215,200,130,2077,3
2510,50,45,302,99,488,191,224,7,3334,3
2354,205,25,516,129,524,151,246,225,1740,3
2347,177,24,35,5,1181,145,227,219,1022,3
2773,274,12,121,-1511,1201,129,242,198,2432,3
2400,127,15,277,30,1245,177,229,19,750,3
2679,117,4,30,2,3057,227,236,77,525,3
2283,261,32,150,-156,1632,248,229,48,2477,3
2368,349,32,180,70,319,168,170,157,345,3
2353,82,14,190,-1209,426,213,215,105,514,3
2104,219,38,265,85,1390,161,166,184,629,3
2639,313,32,60,-365,2311,111,200,207,2331,3
2215,258,27,597,165,1040,180,197,150,1290,3
2296,231,29,285,4,2177,197,188,179,2105,3
2359,158,11,67,-638,899,233,196,115,600,3
2225,120,33,365,37,2177,254,192,37,60,3
2192,128,28,72,-980,570,252,168,66,85,3
2387,240,25,433,161,886,145,214,224,201,3
2283,244,26,570,96,1082,152,232,155,2898,3
1936,337,35,461,88,1399,122,168,160,2032,3
2367,314,47,269,143,1273,95,155,210,962,3
2441,14,16,492,251,997,203,205,136,1006,3
2238,298,21,234,54,2724,228,239,209,170,3
2268,147,36,375,87,2488,139,225,223,3329,3
2594,315,22,319,-718,1061,157,185,177,3637,3
2368,191,27,90,285,1142,193,164,103,640,3
2421,302,12,120,60,2954,211,237,226,932,3
2536,42,13,169,-1480,1226,200,212,123,661,3
2431,36,17,695,-1217,1634,123,213,44,342,3
2304,141,17,85,-751,649,173,225,179,779,3
2143,356,32,371,117,1410,190,183,220,1187,3
2450,6,18,510,257,976,195,203,142,2022,3
2386,11,11,16,-927,528,237,164,145,1818,3
2222,47,21,408,-187,344,205,190,94,2551,3
2142,71,37,277,-2,2264,251,187,0,295,3
2341,116,37,228,-251,1683,252,179,55,242,3
2344,261,31,85,36,1405,53,189,163,413,3
2385,327,23,170,80,1246,139,207,185,2639,3
2346,45,11,242,59,889,105,215,135,601,3
2326,304,43,216,-103,312,151,221,150,2041,3
2340,275,33,268,98,769,154,243,215,339,3
2482,356,16,447,-373,1040,193,211,154,564,3
2308,344,13,190,111,1611,137,169,143,953,3
2423,262,24,309,-771,2441,155,184,215,900,3
1930,188,25,260,-296,417,217,221,214,348,3
2265,306,35,324,58,360,88,216,154,1673,3
1878,302,28,799,124,359,79,198,226,1724,3
2260,1,31,580,-167,990,159,165,198,1348,3
2409,200,19,134,20,2136,161,203,92,1140,3
2337,238,34,537,24,150,161,185,177,60,3
2359,335,28,108,-938,216,146,189,176,1483,3
2402,351,10,234,98,361,203,224,159,306,3
2053,48,29,341,56,513,224,215,123,663,3
2299,333,23,108,-1498,693,162,163,178,525,3
2480,109,6,552,90,1719,112,203,42,450,3
1924,57,22,57,14,2085,111,222,177,46,3
2164,128,27,285,100,342,102,177,129,1531,3
2016,38,3,414,-1104,1050,217,212,125,1735,3
2402,56,10,0,0,1663,221,217,101,1082,3
2587,0,14,180,52,1061,199,189,151,937,3
2274,14,9,223,0,636,212,222,131,725,3
2273,357,19,109,3,658,228,229,123,698,3
2191,312,8,437,120,1915,199,233,99,3089,3
2492,20,13,328,102,1197,215,209,110,2394,3
2322,6,23,547,-897,1671,184,187,134,969,3
2411,253,36,134,49,477,118,233,229,3739,3
2310,292,25,510,69,1955,142,180,219,463,3
2397,65,12,180,106,734,232,215,113,811,3
2707,204,23,67,15,108,157,204,113,1116,3
2361,329,31,95,43,170,78,187,185,867,3
2376,172,36,564,129,1136,141,169,210,391,3
2494,313,10,427,265,870,159,210,170,342,3
2263,52,26,411,22,1468,218,104,53,960,3
2081,327,29,306,-361,270,154,185,186,1626,3
2223,299,22,30,-1111,767,85,225,210,475,3
2294,312,32,180,97,984,88,209,185,1473,3
2310,11,29,260,-455,1123,177,169,190,3006,3
2433,331,14,127,-939,997,240,221,175,756,3
2430,90,7,633,-405,2419,231,229,132,1215,3
2040,69,15,162,-148,1696,234,209,101,1109,3
2357,73,34,233,-613,2192,236,216,144,618,3
2319,159,16,90,32,458,179,209,135,3605,3
2287,348,7,461,-248,573,128,211,161,778,3
2524,184,24,370,75,2374,185,224,66,914,3
2307,309,34,180,-124,875,111,173,216,1498,3
1989,311,30,242,-257,1610,128,168,227,1348,3
2429,79,10,85,14,962,234,211,182,1231,3
2406,218,14,37,74,25,195,216,106,457,3
2348,79,36,342,106,1240,182,178,93,872,3
2299,110,39,201,-719,1326,217,166,101,1008,3
2420,251,25,390,223,1222,147,199,192,760,3
2113,300,36,153,104,2602,100,199,227,1539,3
2752,102,10,438,30,2685,220,183,131,1332,3
2378,236,14,108,13,942,185,189,158,1290,3
2851,239,5,342,-465,1358,205,237,213,876,3
2767,324,28,114,29,127,142,160,160,297,3
2367,69,20,182,57,351,237,196,82,636,3
2495,337,12,897,257,920,104,238,188,421,3
2317,34,25,242,80,995,102,177,94,562,3
2317,146,21,391,-54,973,184,188,225,1557,3
2231,315,27,175,6,854,138,204,201,1384,3
2646,200,25,90,34,886,228,167,101,1361,3
2431,97,23,30,7,902,240,221,110,2792,3
2424,146,22,0,231,900,237,219,111,1242,3
2428,104,16,134,-510,931,245,217,145,979,3
2411,103,2,85,25,949,186,190,92,2664,3
2251,204,22,348,11,295,242,192,72,2138,3
2498,144,2,183,245,927,241,235,117,713,3
2364,280,26,430,123,175,147,234,223,1786,3
2448,193,9,162,43,875,196,175,183,1103,3
2375,319,42,124,-662,162,111,204,116,374,3
2464,274,25,256,122,319,170,201,160,138,3
2660,209,25,319,76,1843,233,221,196,404,3
2378,80,11,299,-754,295,183,221,178,426,3
2440,319,29,323,161,537,133,207,103,551,3
2769,66,17,305,-1008,1176,190,188,75,792,3
2139,45,24,160,109,1218,184,180,137,2852,3
2244,33,7,59,0,1691,127,221,137,1080,3
2412,317,24,424,193,1159,203,212,242,666,3
2481,356,6,516,211,1048,250,229,176,1527,3
2402,18,29,283,-290,760,249,158,100,1493,3
2208,87,26,372,-386,268,247,165,75,671,3
2364,60,19,163,-68,899,244,207,109,654,3
2239,339,33,302,-146,404,163,191,170,2101,3
2360,67,10,435,153,127,153,219,120,1409,3
2239,273,8,67,-786,636,156,184,192,1740,3
2344,234,29,25,217,640,151,173,205,1918,3
2451,33,7,32,-1085,1996,247,229,132,1126,3
2250,322,17,279,9,391,174,205,186,900,3
2378,340,41,417,126,1231,155,192,170,1101,3
1999,39,24,108,62,1429,213,181,122,169,3
2301,31,33,196,57,1349,191,150,73,1142,3
2466,251,15,361,-1151,1167,170,225,201,2069,3
2250,189,44,38,29,626,145,153,187,1765,3
2257,114,31,42,10,127,246,222,157,1477,3
2462,209,18,60,17,782,181,206,164,1341,3
2450,103,25,196,25,671,182,178,104,1577,3
2547,106,3,323,182,1167,230,223,185,535,3
2293,130,42,67,31,1310,205,223,44,1468,3
2441,302,21,255,115,300,163,227,203,408,3
2458,227,17,70,133,350,172,221,200,2199,3
2140,337,7,616,154,2301,122,169,165,391,3
2240,116,10,366,97,335,164,196,149,418,3
2376,313,23,85,-68,361,154,217,200,2793,3
2329,1,17,150,-477,1392,194,160,204,2275,3
2506,281,11,300,-473,466,189,241,191,1812,3
2336,191,31,234,125,648,119,203,215,1734,3
2371,13,9,192,22,722,129,221,146,1233,3
2367,112,51,175,-19,1248,227,183,26,3186,3
2707,122,28,618,-709,965,253,196,60,1598,3
2754,304,21,210,72,201,157,223,203,574,3
2470,109,7,237,-1502,350,235,231,127,3445,3
2132,146,23,355,36,248,244,230,102,2785,3
2127,85,38,396,120,1279,244,204,82,1015,3
2430,97,15,85,-627,658,244,216,98,1587,3
2334,226,16,239,7,256,184,217,172,849,3
2350,25,28,162,-95,1445,198,177,167,1426,3
2265,6,5,397,73,660,115,230,154,781,3
2200,334,4,349,39,498,211,234,80,1507,3
2474,301,10,218,42,641,192,207,183,1486,3
2334,126,33,111,86,1110,227,195,136,3128,3
2352,121,32,278,80,382,155,193,39,1523,3
2426,115,13,335,-752,532,226,236,144,1084,3
2404,70,14,299,-42,1249,250,212,134,1187,3
2505,34,19,365,-391,270,214,194,110,1633,3
2365,246,27,101,85,117,104,210,223,465,3
2646,305,14,190,38,514,178,214,193,399,3
2340,248,6,256,39,579,209,229,147,1528,3
2476,298,9,247,44,612,135,236,186,3653,3
2469,91,27,84,28,1010,242,215,99,1290,3
2454,17,11,395,184,653,212,207,144,816,3
2405,130,15,402,158,1134,235,231,113,1146,3
2377,357,18,154,120,2197,129,241,200,2352,3
2378,99,18,283,-1545,897,110,203,146,1092,3
2346,69,21,633,74,1624,237,194,80,2659,3
2359,161,28,374,79,11,139,239,106,1831,3
2443,0,24,42,-463,524,241,212,97,2595,3
2194,95,11,108,237,573,238,221,118,1350,3
2474,112,4,153,-1024,806,225,234,144,1486,3
2235,283,33,150,-637,577,161,201,131,1693,3
2494,162,21,186,21,540,223,218,129,3179,3
2427,97,28,234,93,984,251,187,44,976,3
2448,180,30,42,-297,1092,236,221,116,793,3
2449,168,15,420,106,1987,230,163,143,780,3
2385,54,7,408,128,2383,193,225,136,1153,3
2391,153,31,419,-434,2195,108,225,143,1129,3
2312,155,17,332,32,1563,133,224,89,659,3
2279,75,16,205,13,470,237,209,98,1776,3
2653,228,2,502,-527,514,186,204,179,1530,3
2491,177,13,124,18,737,207,214,109,1434,3
2442,107,38,242,101,1570,251,209,75,1778,3
2454,346,2,94,-518,827,215,235,185,1216,3
2463,124,7,566,193,900,233,235,135,1072,3
2278,173,10,499,99,679,139,240,114,792,3
2432,263,20,381,89,895,206,248,108,3192,3
2308,147,31,42,28,1616,242,213,130,2039,3
2376,303,29,211,96,1923,123,209,219,1758,3
2383,275,10,201,44,391,129,243,225,377,3
2503,354,12,459,20,1777,234,218,156,1239,3
2583,160,10,688,165,743,236,183,128,914,3
2403,225,10,167,14,2709,236,221,118,1022,3
2763,301,31,60,-631,450,110,213,220,1664,3
2383,290,19,336,148,2336,209,223,121,1790,3
2442,326,9,237,-6,457,197,230,171,3093,3
2499,326,7,490,88,1649,202,231,169,1676,3
2483,353,3,299,32,743,211,230,76,1214,3
2449,112,2,335,-173,1073,195,241,191,1319,3
2376,121,19,375,-109,679,248,221,114,1264,3
2321,143,21,108,37,1454,158,230,150,1499,3
2152,278,19,636,-580,330,166,239,212,1826,3
2344,99,22,150,-682,942,237,180,38,973,3
2417,36,16,594,147,726,238,244,139,966,3
2411,182,16,271,68,393,180,214,144,1840,3
2404,109,14,391,-994,983,238,223,178,984,3
2388,131,13,242,97,3023,173,231,104,967,3
2347,86,23,30,-94,912,201,192,21,999,3
2223,116,20,150,67,714,249,217,105,355,3
2329,137,23,111,42,1469,248,167,92,859,3
2432,282,24,372,153,285,142,168,225,1837,3
2470,80,15,446,27,295,232,166,130,1867,3
2462,92,15,67,-899,2875,236,226,121,1888,3
2809,310,17,272,63,395,171,226,247,696,3
2159,118,22,170,71,834,252,213,153,1149,3
2387,123,15,418,103,1006,243,227,159,2744,3
2293,96,22,150,9,1452,238,219,104,2077,3
2326,163,43,290,61,1654,203,179,102,1122,3
2333,313,14,335,85,360,183,196,186,508,3
2498,133,25,108,31,2067,189,232,179,606,3
2429,205,17,510,123,886,116,246,167,980,3
2423,42,12,598,117,2785,233,236,127,1140,3
2140,214,18,408,12,939,244,209,109,932,3
2451,280,16,295,94,1103,132,252,166,3353,3
2382,171,18,268,279,1131,229,245,96,2396,3
2469,117,18,250,-454,1740,246,191,88,268,3
2497,49,21,201,66,600,224,146,158,408,3
2452,348,6,90,9,295,209,204,160,1917,3
2429,240,5,510,123,875,209,244,158,1234,3
2307,177,14,497,86,1120,127,232,150,1623,3
2364,156,18,175,77,1205,246,194,103,1123,3
2706,102,18,347,70,720,247,225,90,285,3
2471,53,10,574,28,228,227,210,205,1614,3
2386,34,14,120,18,256,217,210,125,1874,3
2417,170,33,300,73,1022,229,245,237,1438,3
2596,229,7,510,123,864,166,245,174,1248,3
2430,81,6,350,40,832,168,222,130,824,3
2481,62,9,175,38,1804,228,221,125,1786,3
2413,117,25,181,-954,2039,252,171,64,3754,3
2810,11,21,85,26,1427,250,191,74,481,3
2431,308,29,212,105,216,128,208,213,1529,3
2472,199,10,180,-161,216,179,219,148,1860,3
2356,136,8,605,69,1121,247,227,92,1050,3
2469,122,18,175,47,782,215,222,95,1085,3
2539,124,2,532,56,22,222,224,151,1072,3
2165,112,29,49,65,297,252,208,80,834,3
2135,160,7,392,63,2722,234,241,132,1053,3
2470,139,11,153,48,815,237,237,129,182,3
2397,131,25,60,13,660,197,175,103,1298,3
2400,117,13,417,106,485,242,198,112,1019,3
2124,111,22,209,61,342,253,202,59,3238,3
2266,41,14,371,41,1019,241,225,88,987,3
2316,63,23,150,29,1165,244,214,100,992,3
2445,111,21,95,23,798,249,152,81,277,3
2536,338,5,324,53,1684,196,224,160,1890,3
2373,199,26,350,-76,1312,252,213,69,997,3
2361,129,28,345,67,686,252,199,108,1259,3
2349,74,14,201,42,2479,236,178,104,977,3
2401,21,7,398,-1530,67,216,226,188,1716,3
2531,96,9,297,48,120,234,223,125,1880,3
2408,158,17,283,-862,2097,157,215,97,2787,3
2498,324,2,335,-78,42,229,236,124,1955,3
2273,101,30,134,22,201,249,173,113,3394,3
2633,36,6,0,0,2683,232,184,98,1795,3
2692,318,10,331,31,60,202,241,170,1998,3
2304,116,20,501,10,277,240,153,116,990,3
2344,193,11,161,-1127,2764,220,238,119,3028,3
2444,113,15,0,0,780,237,210,100,300,3
2774,310,13,382,15,840,183,230,153,1749,3
2531,327,10,475,27,90,196,210,173,1879,3
2736,136,23,102,35,992,245,230,107,942,3
2466,20,15,104,16,1885,208,252,146,300,3
2307,146,30,106,0,1080,245,187,95,68,3
2502,316,0,420,52,1773,216,209,156,379,3
2223,167,11,170,21,1070,242,166,68,700,3
2512,138,24,42,11,934,234,223,116,870,3
2189,176,22,0,0,466,212,221,101,946,3
2516,7,17,64,-1124,229,178,166,142,2838,3
2440,101,29,303,118,3077,253,190,46,558,3
2378,93,16,190,29,2365,243,214,96,3045,3
2356,136,13,551,229,495,241,222,80,726,3
2400,172,20,520,34,648,193,205,7,780,3
2469,90,32,255,71,816,249,245,50,631,3
2366,78,14,67,0,402,186,196,14,2846,3
2353,70,7,136,289,510,228,226,120,828,3
2460,92,25,268,-351,911,248,191,55,626,3
2471,6,24,519,-585,521,200,189,113,1417,3
2432,106,23,365,-450,808,238,183,61,1275,3
2507,66,41,12,-1055,967,235,188,47,837,3
2606,50,21,42,-28,2411,117,152,89,864,3
1996,133,25,190,0,850,222,178,76,3399,3
2787,106,23,201,-289,805,228,184,159,765,3
2682,55,8,297,60,2600,145,187,66,693,3
2332,32,4,30,-72,0,219,230,147,771,3
2473,69,29,676,119,624,236,171,46,752,3
2566,44,7,330,-402,98,219,198,143,994,3
2555,78,16,342,78,700,239,208,98,2137,3
2492,133,16,256,125,269,246,182,47,574,3
2334,346,6,165,0,405,209,231,159,1347,3
2350,293,12,60,17,67,154,237,191,696,3
2463,326,10,150,50,228,206,234,166,371,3
2497,250,21,268,15,134,101,189,129,484,3
2627,238,32,212,28,1914,171,252,248,391,3
2544,283,16,210,26,42,216,194,203,1094,3
2564,280,20,120,62,1022,201,251,164,1181,3
2418,123,39,90,-484,488,202,250,166,447,3
2108,182,22,150,-1050,485,215,240,143,1113,3
2527,165,28,225,-156,381,240,228,55,3215,3
2436,188,19,120,51,524,215,190,106,1150,3
2406,183,34,108,50,417,128,238,126,1124,3
2403,188,31,95,57,342,205,225,149,1061,3
2469,310,16,134,6,30,206,227,191,2994,3
2950,287,7,242,-1234,671,201,251,174,1180,3
2370,188,29,30,3,2154,208,242,152,1243,3
2388,83,32,20,0,228,234,222,119,837,3
2557,95,10,596,-1064,2459,181,226,131,1645,3
2547,125,4,29,21,532,149,237,145,1077,3
2431,353,21,603,91,134,137,245,218,1965,3
2371,117,15,67,-1317,484,240,208,118,1294,3
2543,112,12,148,46,513,162,213,105,977,3
2438,284,22,299,-213,180,88,234,200,672,3
2545,115,12,377,19,497,235,213,157,10,3
2290,357,18,237,21,283,149,240,195,752,3
2408,321,17,192,26,268,175,190,185,726,3
2608,67,15,210,38,497,228,253,109,914,3
2343,60,8,625,101,570,226,215,131,1861,3
2720,13,19,384,95,547,226,224,146,258,3
2202,140,11,30,-630,787,239,234,122,1321,3
2118,235,18,132,26,309,228,225,195,767,3
2563,51,15,180,37,766,225,145,105,953,3
2739,81,11,488,-285,1755,232,223,215,379,3
2790,229,32,60,19,457,138,210,154,2590,3
2813,110,11,466,-286,630,239,228,129,1121,3
2699,156,10,443,91,560,232,242,114,1921,3
2682,176,22,504,-502,484,231,225,126,162,3
2845,22,14,210,-531,2041,154,185,114,2704,3
2016,54,25,626,62,618,160,179,74,1209,3
2402,188,4,319,-496,582,188,189,181,1155,3
2504,16,19,124,37,537,197,204,113,1073,3
2095,98,17,67,-224,1237,200,201,137,1355,3
2587,133,11,133,61,408,212,187,149,942,3
2492,12,20,201,-1390,2992,243,189,142,1274,3
2416,289,34,60,22,496,167,235,206,317,3
2655,162,21,361,52,553,170,242,88,162,3
2304,147,29,258,27,469,241,234,113,277,3
2667,186,25,95,32,1773,243,192,64,1369,3
2150,244,4,0,-832,674,212,243,169,1425,3
2749,353,20,283,106,316,145,195,155,1235,3
2453,287,35,42,4,1982,108,235,219,892,3
2671,309,6,376,96,127,242,223,199,660,3
2465,23,20,321,92,464,194,173,104,3367,3
2597,12,23,201,80,671,190,154,126,3586,3
2460,285,20,60,-127,351,160,235,107,1451,3
2772,185,12,561,-1219,882,237,238,162,612,3
2499,55,17,750,136,2177,227,188,102,2338,3
2435,292,27,147,-67,2207,159,232,217,912,3
2433,115,13,0,0,430,223,209,231,1512,3
2492,319,14,180,78,277,129,211,200,858,3
2762,164,11,180,-437,390,182,204,65,626,3
2455,44,28,208,30,497,213,182,71,1040,3
2760,319,48,482,82,321,141,185,144,900,3
2489,165,16,120,-1132,1103,228,243,142,1282,3
2511,317,28,150,97,339,114,190,147,924,3
2797,175,14,60,-845,1181,184,246,150,27,3
2666,165,14,461,10,1142,232,244,76,980,3
2733,85,18,190,18,914,232,184,126,3476,3
2776,162,20,91,-107,1121,233,200,135,540,3
2741,194,24,90,-1187,1012,228,246,147,1880,3
2595,207,32,114,-542,366,32,202,191,3122,3
2688,51,27,402,4,750,225,218,126,323,3
2437,336,23,596,191,335,136,198,173,1815,3
2727,167,13,85,13,1789,229,241,146,446,3
2702,70,6,309,-805,830,226,229,136,331,3
2577,332,24,306,89,2485,156,201,151,1479,3
2611,305,22,285,-107,376,172,218,138,2892,3
2618,337,16,565,-237,362,184,190,171,1656,3
2246,283,15,356,169,2806,192,209,170,1177,3
2626,103,12,458,31,2240,234,206,138,395,3
2331,126,19,446,21,2462,244,215,110,2021,3
2702,178,11,501,10,1040,225,181,152,457,3
2699,145,14,295,30,872,169,236,134,424,3
2698,152,8,256,-46,914,230,239,142,451,3
2669,114,30,732,-694,1297,224,227,106,485,3
2655,148,11,404,15,765,246,225,103,510,3
2461,68,14,88,-26,402,199,223,150,890,3
2967,289,3,516,208,272,113,212,229,1087,3
2594,1,14,734,-277,782,199,198,150,1026,3
2565,209,11,360,187,780,195,225,169,1787,3
2579,15,15,134,20,390,210,251,138,2336,3
2653,135,17,300,13,860,243,230,110,2159,3
2604,10,16,207,36,446,200,171,139,949,3
2299,138,14,308,1,849,241,234,87,1171,3
2622,30,19,435,111,1389,218,220,138,2859,3
2943,247,15,79,9,1149,238,250,176,618,3
2855,349,18,752,-286,658,205,223,160,768,3
2618,18,15,277,-1306,495,207,206,89,3606,3
2780,17,8,571,111,658,208,210,137,1116,3
2655,153,32,480,15,756,235,240,115,1468,3
2719,25,17,54,65,1897,139,204,217,1050,3
2601,17,22,2,-717,514,203,179,130,1074,3
2619,357,13,488,61,2387,122,218,164,872,3
2639,202,12,60,0,418,163,231,153,720,3
2628,32,20,330,-290,892,218,221,202,769,3
2631,334,30,789,74,2426,197,217,169,766,3
2645,4,15,415,103,566,152,210,147,1224,3
2645,9,14,301,97,516,203,211,144,1273,3
2473,9,13,48,-634,1471,209,199,55,2577,3
2490,190,14,420,-284,1543,191,220,103,1041,3
2634,200,6,60,-25,1140,218,245,163,780,3
2328,109,9,360,239,2093,218,220,139,836,3
2787,357,4,430,-664,556,213,232,206,1124,3
2715,102,14,417,157,1565,243,224,104,2447,3
2695,151,16,350,-270,1541,216,230,62,957,3
2651,348,7,454,-65,741,207,188,74,1045,3
2865,32,1,470,98,2105,217,235,132,1408,3
2652,20,1,637,119,725,139,236,171,838,3
2750,239,12,390,166,1811,236,201,131,418,3
2654,27,19,430,126,1295,153,232,150,3288,3
2752,164,1,467,168,2680,130,221,134,1230,3
2416,132,33,364,-26,789,245,168,105,953,3
2681,187,25,299,102,2361,252,173,12,2544,3
2627,155,34,150,4,1406,151,241,131,931,3
2657,168,13,371,129,816,230,244,144,1134,3
2719,142,33,394,135,2736,236,236,138,1158,3
2612,203,26,240,-273,1124,197,248,136,868,3
2538,176,8,201,20,390,232,227,31,3657,3
2270,123,18,183,50,2410,247,248,99,1015,3
2583,45,24,121,20,1416,231,241,139,983,3
2568,211,17,30,-400,1318,188,253,191,992,3
2894,219,17,300,62,1110,198,238,188,2830,3
2633,216,14,400,-357,69,105,244,148,1190,3
2371,197,18,136,92,828,216,195,181,1318,3
2503,74,14,190,18,324,236,201,106,1221,3
2331,85,14,267,-668,607,156,214,120,1550,3
2673,145,26,120,142,1869,231,218,93,1403,3
2665,179,15,180,81,1842,220,244,159,1345,3
2612,104,22,419,-959,1590,242,221,107,1110,3
2566,88,12,127,41,4,151,208,132,672,3
2577,199,25,95,16,3448,207,192,58,2239,3
2413,141,1,164,35,891,241,223,53,1345,3
2268,73,19,312,11,484,236,206,94,1249,3
2645,163,20,242,66,1756,233,241,129,1207,3
2600,95,17,611,-736,345,249,199,14,2597,3
2547,56,6,309,-400,450,228,208,198,823,3
2546,21,24,90,36,3143,242,232,105,1198,3
2439,113,20,67,35,1556,233,215,84,1142,3
2551,105,12,580,0,1421,219,230,147,1114,3
2592,163,34,175,32,1075,211,202,80,1222,3
2589,216,6,492,59,694,196,254,133,1429,3
2428,161,29,108,41,1945,235,186,138,1452,3
2915,167,28,0,0,1530,238,211,99,2089,3
2779,144,28,150,61,1040,208,249,160,1348,3
2610,13,29,443,82,1850,220,239,136,503,3
2901,159,32,408,-963,1462,232,180,155,2432,3
2492,90,20,212,55,342,230,174,85,1008,3
2631,147,41,95,26,2002,244,230,102,1533,3
2606,165,25,67,-914,1966,163,239,125,1458,3
2564,57,22,23,0,1550,226,222,132,1289,3
2565,128,19,95,22,2719,132,254,191,1176,3
2553,126,4,631,-18,832,246,226,103,1613,3
2939,144,10,420,-770,2424,235,238,88,421,3
2466,280,12,120,-1007,1282,224,247,154,921,3
2609,209,7,85,95,886,179,229,178,2103,3
2861,34,15,283,91,572,244,168,33,1979,3
2575,132,6,0,-505,1890,230,236,140,2957,3
