c1,c2,c3,c4,c5,
295,7,201,238,177,3
149,1,221,238,154,3
108,13,242,224,109,3
84,6,229,229,133,3
82,5,227,231,138,3
135,4,226,238,146,3
106,16,246,219,97,3
110,6,231,233,135,3
126,8,234,235,132,3
152,16,238,239,126,3
134,17,245,230,108,3
89,20,246,203,78,3
76,4,225,232,143,3
92,15,242,216,99,3
122,7,233,234,134,3
85,6,228,230,136,3
163,13,232,243,140,3
131,10,236,235,129,3
89,17,244,210,89,3
156,10,232,242,141,3
79,10,234,222,119,3
55,9,226,221,128,3
52,11,226,216,123,3
54,12,227,213,117,3
151,6,228,240,146,3
189,6,221,245,159,3
52,11,226,217,124,3
143,9,234,238,135,3
221,14,202,253,185,3
185,12,222,248,157,3
129,15,243,230,111,3
202,16,211,253,172,3
111,3,225,236,145,3
99,6,230,232,136,3
167,17,232,244,137,3
169,15,230,245,142,3
167,20,232,243,133,3
148,22,243,232,107,3
167,16,232,244,138,3
140,17,243,233,112,3
182,14,224,248,154,3
202,23,202,253,175,3
188,13,220,249,160,3
152,13,235,240,133,3
154,19,239,238,122,3
195,19,213,252,166,3
150,8,230,240,142,3
157,22,238,237,118,3
165,19,233,243,132,3
167,20,232,243,133,3
136,19,246,228,102,3
158,17,236,241,129,3
116,20,249,217,87,3
137,18,245,230,107,3
132,21,249,223,92,3
151,15,238,239,127,3
219,19,195,254,190,3
223,18,195,254,191,3
137,16,243,233,114,3
144,21,244,231,106,3
135,12,239,235,124,3
139,13,239,236,124,3
104,20,249,210,80,3
129,13,241,232,119,3
168,16,231,245,140,3
215,21,194,254,189,3
189,16,219,250,160,3
196,17,214,252,167,3
188,16,220,250,159,3
162,22,235,240,124,3
150,22,242,233,109,3
111,20,250,214,83,3
130,21,249,222,90,3
144,15,240,236,122,3
139,24,248,223,89,3
180,21,223,248,148,3
139,22,247,227,97,3
179,15,225,248,151,3
141,20,245,230,105,3
118,19,249,219,91,3
128,23,250,220,85,3
104,23,251,203,66,3
173,14,228,246,147,3
153,19,239,237,120,3
129,18,247,226,101,3
193,22,212,251,163,3
146,21,243,232,106,3
98,23,250,200,65,3
133,18,246,228,104,3
100,25,252,197,59,3
163,21,235,241,126,3
103,22,250,207,74,3
98,24,250,199,63,3
185,25,215,247,150,3
178,29,218,242,136,3
133,24,249,221,86,3
330,4,210,235,163,3
346,8,205,228,161,3
199,25,203,252,170,3
192,22,213,251,162,3
195,26,205,250,165,3
200,28,197,251,172,3
202,26,198,252,174,3
176,15,226,247,149,3
170,13,229,245,145,3
171,18,229,245,140,3
196,23,207,252,167,3
167,16,231,244,139,3
190,9,220,248,161,3
175,8,225,244,153,3
250,13,190,249,196,3
207,2,218,241,160,3
188,7,221,246,159,3
185,5,221,244,158,3
274,39,93,217,247,3
349,8,205,226,160,3
90,31,249,175,31,3
258,20,170,247,214,3
112,19,249,217,89,3
112,11,239,228,118,3
124,11,238,232,124,3
79,23,243,192,67,3
237,30,153,249,221,3
338,29,146,187,172,3
6,31,166,163,121,3
247,22,170,250,214,3
239,17,186,252,201,3
104,19,248,213,86,3
67,9,229,222,125,3
80,35,241,155,13,3
226,38,141,243,214,3
43,18,221,198,106,3
213,29,182,252,191,3
47,8,223,223,134,3
80,30,244,172,36,3
94,26,250,192,54,3
209,26,192,253,185,3
84,31,245,171,0,3
233,27,164,251,214,3
210,24,193,254,185,3
211,25,190,253,186,3
244,27,155,249,223,3
189,19,217,251,159,3
206,26,194,253,181,3
202,17,210,253,173,3
164,28,232,235,115,3
151,24,242,231,105,3
206,27,193,252,180,3
177,12,226,247,151,3
231,34,149,247,218,3
231,26,170,253,210,3
226,27,171,252,207,3
153,13,235,240,133,3
190,29,206,247,156,3
177,20,226,247,145,3
133,9,235,236,132,3
211,11,211,250,174,3
92,17,244,212,92,3
160,16,235,242,133,3
84,15,240,212,98,3
207,33,179,248,182,3
187,29,209,246,150,3
209,33,178,249,186,3
194,22,211,252,164,3
229,29,165,251,211,3
228,19,188,254,198,3
181,14,224,248,154,3
67,20,236,197,85,3
160,10,230,242,143,3
55,13,228,212,115,3
115,18,248,220,94,3
89,28,248,184,45,3
239,24,168,252,214,3
232,20,185,254,201,3
93,10,237,224,118,3
174,9,226,245,152,3
191,10,220,248,161,3
236,25,169,252,213,3
232,20,184,254,201,3
105,32,254,182,29,3
231,23,178,253,206,3
142,16,241,235,118,3
242,14,193,251,195,3
231,29,163,251,213,3
220,36,156,246,204,3
231,29,163,251,213,3
98,25,251,196,58,3
156,29,238,229,100,3
175,10,226,246,151,3
204,14,212,252,172,3
93,26,250,190,51,3
78,26,242,183,55,3
94,14,241,218,103,3
89,34,248,166,19,3
220,30,171,251,201,3
85,27,247,182,47,3
85,29,246,178,41,3
76,4,225,232,143,3
125,8,234,235,133,3
197,21,209,252,169,3
89,29,248,181,41,3
264,14,184,246,201,3
79,5,226,231,139,3
50,21,224,190,90,3
72,20,238,196,80,3
221,30,169,251,203,3
260,7,204,244,178,3
215,35,165,247,195,3
270,12,188,244,195,3
90,9,235,225,121,3
69,17,236,204,94,3
219,33,165,249,202,3
114,27,254,201,56,3
214,23,192,254,189,3
169,10,228,244,148,3
121,10,237,232,125,3
212,34,171,248,191,3
86,7,230,229,132,3
108,11,239,227,117,3
162,10,231,243,143,3
145,10,234,239,136,3
99,25,251,198,60,3
237,21,177,253,208,3
177,26,223,244,137,3
174,11,227,246,150,3
101,12,241,223,110,3
195,25,206,251,165,3
239,15,191,252,197,3
315,3,212,237,163,3
88,17,243,209,89,3
220,24,184,254,197,3
212,17,204,254,181,3
265,19,168,245,214,3
196,4,219,243,160,3
177,32,216,238,129,3
177,28,221,242,135,3
188,30,207,245,151,3
124,24,252,215,76,3
214,24,190,254,190,3
195,7,219,246,162,3
50,11,225,216,124,3
84,12,237,219,111,3
61,9,227,222,128,3
177,32,216,237,128,3
161,25,236,236,115,3
57,21,229,191,86,3
186,25,215,248,152,3
160,19,236,240,127,3
201,33,187,247,172,3
189,34,200,241,149,3
76,18,239,205,90,3
249,14,189,250,198,3
274,11,190,243,192,3
113,13,241,227,113,3
172,14,229,246,145,3
184,21,220,249,152,3
186,13,221,249,158,3
204,18,208,253,175,3
116,18,248,220,93,3
184,27,214,246,147,3
102,17,246,216,93,3
137,30,249,214,69,3
96,18,246,212,89,3
106,27,253,196,51,3
180,16,224,248,152,3
248,26,156,248,223,3
98,8,234,228,126,3
185,28,212,246,149,3
206,19,204,254,178,3
131,19,247,227,101,3
180,21,223,248,147,3
133,19,247,227,100,3
176,22,225,245,140,3
81,14,238,214,103,3
63,7,226,226,134,3
211,22,197,254,185,3
116,26,254,205,61,3
114,29,254,198,50,3
0,10,206,222,154,3
132,20,247,226,98,3
205,9,215,248,168,3
104,24,252,202,65,3
151,12,235,240,134,3
225,10,206,250,180,3
354,25,170,188,149,3
254,31,137,242,233,3
249,8,203,246,182,3
44,13,222,211,121,3
99,30,252,184,38,3
241,17,186,252,201,3
243,10,201,248,184,3
127,28,253,208,63,3
211,18,202,254,182,3
40,11,221,215,127,3
139,14,240,235,121,3
106,19,248,214,87,3
213,15,205,253,180,3
232,19,187,253,200,3
18,12,210,214,139,3
32,11,218,217,134,3
220,24,184,254,196,3
40,4,220,231,147,3
53,14,227,209,112,3
174,19,228,246,142,3
151,27,242,227,96,3
219,26,182,254,197,3
86,23,246,194,64,3
147,29,244,223,86,3
169,27,228,238,123,3
128,6,230,236,140,3
90,3,224,234,146,3
217,31,172,251,198,3
202,14,212,252,171,3
106,7,232,232,132,3
136,15,242,233,116,3
223,31,166,251,205,3
198,18,212,252,169,3
264,15,182,246,202,3
96,2,223,236,149,3
141,13,239,236,124,3
164,10,230,243,145,3
215,34,167,248,196,3
193,24,210,251,162,3
200,17,211,253,171,3
122,16,246,225,102,3
103,24,252,201,64,3
82,8,232,225,126,3
58,3,222,233,147,3
124,14,242,229,114,3
197,18,212,252,168,3
203,8,216,247,166,3
144,7,230,239,142,3
90,14,241,217,103,3
202,11,215,250,168,3
114,17,247,220,96,3
215,28,181,253,193,3
208,18,204,254,179,3
161,14,233,243,137,3
121,11,239,231,120,3
241,2,214,241,164,3
118,14,243,227,111,3
73,26,239,180,55,3
219,30,173,252,200,3
196,26,204,251,166,3
323,22,160,212,189,3
26,23,203,185,109,3
222,31,166,250,204,3
188,28,210,247,153,3
202,28,195,251,174,3
123,33,253,196,43,3
182,20,222,248,150,3
187,28,210,246,151,3
150,25,243,230,101,3
359,22,182,194,146,3
207,32,182,249,182,3
201,28,195,251,174,3
183,23,219,248,149,3
175,17,227,247,145,3
69,20,237,198,84,3
186,26,214,248,152,3
204,27,193,252,178,3
166,26,231,238,121,3
141,22,246,228,100,3
200,19,209,253,171,3
180,6,223,244,156,3
204,28,192,251,178,3
145,20,243,232,109,3
245,11,198,249,188,3
197,16,214,252,167,3
190,20,216,251,160,3
28,22,206,188,110,3
219,35,160,247,202,3
180,34,211,237,132,3
158,21,238,238,120,3
27,24,201,180,105,3
267,15,179,245,204,3
182,17,223,249,152,3
21,29,187,165,101,3
174,27,223,241,132,3
137,15,242,233,116,3
23,26,195,175,105,3
50,17,226,200,102,3
205,26,194,252,179,3
177,28,221,242,135,3
147,17,240,236,119,3
353,22,178,197,154,3
49,32,215,155,52,3
183,5,221,243,157,3
2,21,185,194,141,3
178,23,223,246,142,3
194,23,209,251,165,3
26,16,211,203,124,3
47,34,209,146,46,3
62,28,231,170,53,3
33,18,214,198,114,3
61,30,228,165,49,3
194,15,216,251,165,3
71,34,235,156,24,3
40,17,219,200,111,3
326,29,135,193,189,3
52,12,226,215,121,3
337,25,158,198,174,3
93,24,249,195,61,3
79,8,231,226,128,3
309,27,137,211,209,3
320,15,180,225,184,3
64,7,227,226,133,3
81,8,231,226,128,3
86,8,232,227,129,3
89,9,234,225,122,3
36,20,214,191,105,3
39,26,211,175,86,3
62,10,229,218,121,3
79,15,239,211,99,3
43,15,221,205,115,3
57,18,229,199,96,3
43,11,222,216,127,3
17,10,212,219,144,3
97,11,238,224,116,3
106,28,254,194,49,3
229,28,167,252,210,3
51,12,226,214,120,3
86,18,244,207,86,3
108,12,241,225,112,3
112,27,254,199,54,3
292,10,191,238,187,3
124,21,250,220,88,3
221,32,166,250,203,3
137,30,249,214,70,3
141,28,247,220,81,3
259,35,118,235,241,3
170,33,223,232,114,3
146,28,245,223,87,3
138,31,248,211,66,3
162,34,230,225,96,3
139,26,248,222,86,3
265,36,107,228,245,3
150,23,242,232,107,3
49,19,224,195,97,3
131,26,251,215,75,3
257,28,143,243,230,3
153,34,238,217,78,3
144,27,246,223,87,3
103,36,252,171,13,3
159,21,237,239,121,3
166,25,231,239,124,3
93,26,250,190,51,3
150,29,242,225,91,3
158,20,237,239,122,3
141,27,247,221,84,3
155,21,239,237,117,3
222,19,192,254,193,3
224,31,163,250,208,3
133,23,249,222,87,3
175,29,221,240,130,3
168,24,230,241,129,3
222,20,191,254,194,3
264,25,150,242,226,3
256,22,164,247,218,3
100,32,252,178,0,3
100,35,252,171,17,3
102,28,253,190,45,3
64,23,234,186,72,3
88,25,247,190,57,3
237,31,151,248,221,3
55,34,218,148,37,3
64,32,229,156,34,3
64,37,225,140,15,3
27,24,201,179,104,3
67,20,236,195,82,3
94,20,247,205,78,3
309,13,184,231,187,3
87,32,247,169,25,3
81,14,238,214,104,3
203,26,197,252,176,3
330,13,189,224,174,3
144,34,244,211,65,3
246,22,170,251,214,3
300,24,146,222,213,3
342,5,210,233,161,3
216,13,206,252,180,3
126,8,235,234,131,3
100,13,241,222,110,3
267,15,180,245,204,3
84,35,244,158,13,3
116,7,233,233,133,3
74,18,238,204,91,3
59,23,230,184,75,3
22,33,181,153,90,3
271,31,125,232,237,3
77,21,241,196,75,3
271,30,127,232,237,3
87,41,241,140,0,3
80,29,243,176,42,3
311,20,161,221,198,3
122,38,252,182,20,3
121,25,252,211,71,3
11,35,160,147,104,3
57,30,225,162,50,3
8,31,168,162,118,3
360,29,165,174,136,3
4,29,170,171,128,3
346,37,124,154,151,3
61,17,232,203,99,3
300,29,128,214,220,3
347,24,166,193,160,3
92,46,239,126,0,3
14,34,168,151,102,3
276,30,125,230,236,3
5,39,142,136,109,3
43,9,222,220,133,3
322,25,148,205,193,3
102,31,253,182,32,3
291,41,78,197,240,3
25,16,210,203,125,3
352,30,153,173,147,3
284,29,130,227,230,3
310,27,137,210,209,3
232,26,169,252,211,3
20,38,165,133,79,3
331,22,164,207,180,3
3,33,159,160,124,3
300,34,106,203,226,3
272,15,179,243,203,3
74,35,236,152,16,3
274,18,168,241,212,3
311,22,154,218,201,3
9,23,187,187,130,3
329,31,131,186,186,3
315,18,170,223,192,3
38,19,217,195,107,3
295,41,80,193,236,3
345,15,189,215,164,3
242,27,157,249,221,3
59,24,230,183,73,3
24,17,208,200,124,3
307,17,171,227,196,3
90,37,246,156,0,3
315,18,169,222,192,3
267,36,106,227,245,3
29,19,210,196,116,3
39,26,210,173,84,3
102,34,252,174,20,3
244,34,134,243,231,3
297,30,123,214,224,3
303,19,165,228,202,3
14,22,193,189,126,3
337,33,131,176,173,3
59,29,227,167,53,3
259,32,128,238,238,3
351,30,153,175,150,3
329,36,113,172,185,3
309,21,157,221,202,3
222,6,212,246,171,3
137,35,248,202,50,3
4,23,182,187,136,3
353,22,178,197,154,3
108,28,254,196,50,3
278,35,105,220,243,3
349,29,155,180,155,3
353,20,181,200,154,3
254,14,186,248,200,3
2,16,196,208,147,3
119,21,251,216,83,3
317,17,173,223,189,3
51,20,225,192,93,3
303,25,142,218,212,3
304,17,172,229,197,3
290,20,161,233,211,3
336,15,187,219,171,3
265,14,184,246,200,3
41,33,203,148,56,3
320,32,124,192,199,3
312,28,135,207,206,3
208,19,204,254,179,3
268,22,159,243,220,3
336,29,144,187,174,3
315,34,113,191,208,3
21,28,190,170,104,3
223,25,180,254,200,3
298,31,118,211,225,3
193,13,218,250,163,3
356,7,209,228,157,3
350,17,187,209,159,3
352,26,166,187,152,3
355,29,160,175,143,3
223,11,206,251,180,3
168,15,231,245,141,3
294,27,136,222,221,3
342,28,150,184,165,3
336,29,143,187,176,3
2,25,177,185,138,3
350,26,164,186,154,3
352,30,155,174,147,3
132,14,242,232,117,3
21,32,181,154,92,3
33,27,202,169,88,3
20,26,191,174,109,3
359,20,186,200,148,3
6,34,160,155,116,3
327,24,155,206,187,3
82,2,221,236,151,3
342,21,172,204,168,3
5,19,192,199,141,3
320,30,129,195,199,3
49,10,224,219,128,3
12,35,164,148,102,3
7,26,180,180,129,3
329,17,177,217,179,3
263,10,195,245,189,3
15,25,189,180,119,3
22,21,202,190,118,3
351,28,160,181,151,3
329,21,166,210,181,3
328,22,160,208,184,3
3,37,146,144,115,3
346,13,195,219,162,3
49,10,224,218,127,3
145,16,241,236,119,3
310,46,58,162,218,3
344,33,135,169,159,3
332,31,135,186,181,3
333,19,173,212,176,3
335,14,187,220,172,3
30,22,207,186,106,3
116,7,233,233,133,3
74,20,239,199,82,3
283,43,73,201,247,3
47,28,217,168,69,3
349,8,205,226,160,3
324,21,161,212,188,3
0,29,165,173,135,3
90,21,246,203,76,3
46,15,223,205,111,3
61,24,231,183,72,3
38,22,215,187,98,3
87,29,248,178,39,3
299,31,121,212,223,3
313,20,161,220,197,3
20,19,203,195,124,3
6,13,203,214,147,3
286,23,151,232,218,3
308,29,129,208,213,3
144,31,246,217,75,3
205,10,215,249,169,3
101,19,248,212,85,3
289,24,147,230,219,3
332,19,172,212,178,3
321,23,156,212,192,3
117,11,238,230,121,3
343,25,161,193,165,3
57,21,229,191,86,3
284,21,158,235,215,3
150,8,231,240,141,3
316,28,135,204,203,3
326,21,164,212,185,3
301,39,88,192,229,3
58,11,228,218,122,3
317,23,154,214,197,3
324,21,163,213,187,3
64,10,230,219,122,3
114,16,246,222,99,3
343,14,191,218,165,3
334,24,159,201,178,3
68,27,235,176,55,3
330,14,186,222,175,3
334,22,164,205,176,3
53,10,226,218,126,3
329,29,137,191,186,3
28,29,195,165,91,3
346,23,170,198,162,3
119,12,241,229,116,3
141,32,247,211,66,3
75,14,236,213,104,3
25,34,182,148,81,3
305,28,134,213,214,3
291,28,132,222,225,3
339,31,139,179,169,3
319,25,146,208,197,3
52,28,222,169,64,3
301,24,148,222,212,3
326,27,144,200,189,3
2,6,211,228,154,3
86,15,241,214,99,3
108,19,249,215,87,3
53,10,226,219,127,3
315,23,153,214,199,3
340,32,136,175,167,3
58,12,228,214,117,3
292,35,105,210,234,3
102,24,252,201,63,3
85,11,236,221,114,3
325,28,140,197,191,3
276,37,101,219,244,3
333,24,158,201,178,3
58,14,229,211,112,3
291,16,174,236,202,3
96,12,239,223,113,3
286,35,102,213,239,3
352,12,199,220,158,3
331,2,213,236,160,3
16,7,214,226,148,3
109,24,252,205,67,3
352,16,190,211,158,3
94,36,249,163,10,3
272,26,143,237,228,3
60,10,228,218,122,3
76,17,238,207,93,3
72,5,226,230,138,3
284,30,123,224,233,3
95,29,251,185,42,3
157,7,228,241,146,3
148,17,241,236,118,3
162,21,235,240,126,3
121,13,241,229,116,3
272,7,202,242,179,3
126,17,246,227,104,3
277,20,163,240,215,3
19,9,214,220,143,3
140,17,243,233,113,3
181,18,223,249,151,3
154,20,239,237,118,3
149,23,243,232,105,3
126,10,237,233,126,3
88,6,229,230,135,3
292,23,150,229,216,3
45,5,221,229,144,3
200,9,217,248,166,3
147,16,240,236,120,3
98,25,251,195,56,3
66,10,230,219,121,3
235,11,201,250,186,3
308,25,143,215,208,3
50,4,221,231,146,3
116,8,235,232,129,3
140,4,225,238,148,3
38,14,219,209,122,3
358,13,200,216,154,3
359,14,199,214,152,3
313,10,194,233,179,3
7,14,201,211,145,3
69,12,233,216,113,3
80,21,243,197,74,3
140,24,247,225,92,3
350,10,202,224,159,3
66,15,233,210,105,3
117,16,246,224,102,3
89,23,247,197,66,3
6,13,203,214,147,3
125,20,249,221,91,3
91,10,235,225,120,3
104,24,252,202,65,3
67,25,235,182,64,3
48,17,224,202,106,3
40,22,216,185,95,3
241,26,161,250,219,3
36,18,216,198,112,3
61,27,230,174,59,3
276,25,147,236,225,3
273,25,146,237,227,3
96,25,250,194,56,3
240,23,169,252,213,3
240,10,201,249,186,3
314,19,166,222,194,3
193,25,208,250,162,3
260,11,195,246,190,3
195,29,201,248,163,3
173,32,220,235,121,3
142,21,245,230,103,3
287,17,171,237,205,3
176,19,226,247,144,3
0,4,213,232,156,3
359,16,195,210,151,3
141,27,247,221,83,3
300,13,183,234,191,3
133,9,235,236,131,3
272,16,177,243,205,3
143,11,236,238,130,3
295,20,161,231,208,3
90,4,226,233,143,3
36,14,218,207,122,3
23,27,193,171,102,3
305,29,129,210,215,3
19,9,214,220,143,3
171,13,229,245,146,3
135,10,236,236,130,3
135,17,244,231,110,3
340,13,192,221,167,3
0,8,208,225,154,3
344,6,208,230,161,3
127,5,228,237,143,3
165,29,231,234,113,3
175,8,225,245,153,3
86,10,235,223,119,3
162,30,233,232,107,3
127,17,246,226,102,3
166,26,231,238,121,3
157,19,238,239,123,3
213,25,189,254,189,3
228,21,185,254,200,3
179,13,225,248,152,3
222,12,205,251,181,3
171,25,228,242,131,3
167,26,231,239,122,3
223,23,184,254,199,3
240,13,196,250,191,3
0,14,199,213,151,3
124,14,242,229,114,3
172,11,228,245,148,3
23,23,201,185,112,3
33,16,215,205,121,3
206,23,199,254,180,3
13,24,188,182,123,3
163,15,233,243,136,3
14,19,198,196,131,3
252,6,207,244,176,3
194,18,214,252,165,3
130,14,242,231,115,3
1,13,201,215,151,3
116,6,231,234,137,3
188,15,220,250,159,3
112,7,232,233,133,3
135,5,229,238,143,3
110,13,242,226,111,3
59,12,229,214,116,3
174,5,223,242,155,3
105,9,236,229,123,3
202,12,214,251,169,3
166,8,227,243,149,3
318,7,202,234,172,3
160,11,231,242,141,3
211,20,200,254,183,3
119,18,248,222,95,3
125,9,236,234,128,3
202,5,218,244,163,3
128,14,243,230,113,3
318,7,201,234,172,4
355,6,211,230,157,4
47,8,223,223,135,4
73,11,233,218,115,4
79,16,240,209,95,4
70,23,238,188,69,4
53,12,227,215,120,4
29,6,218,226,144,4
58,23,230,186,78,4
36,2,219,234,152,4
83,29,245,176,0,4
58,9,227,222,129,4
342,16,185,214,167,4
29,24,204,182,104,4
33,19,213,195,111,4
19,14,209,210,136,4
27,9,217,221,140,4
59,4,223,231,143,4
55,22,228,188,83,4
51,9,225,220,128,4
229,4,213,244,168,4
35,21,213,189,104,4
18,18,203,199,128,4
358,25,174,186,143,4
22,12,212,214,137,4
358,24,176,188,144,4
39,16,219,203,114,4
31,10,218,218,135,4
61,16,232,204,100,4
49,9,224,220,129,4
92,15,242,215,98,4
128,13,242,231,116,4
112,25,253,203,62,4
88,25,248,189,0,4
121,4,227,236,144,4
79,28,243,176,0,4
84,29,246,177,39,4
81,10,234,222,118,4
108,24,252,206,68,4
126,17,246,226,103,4
137,19,246,229,104,4
122,29,254,203,56,4
288,7,201,240,178,4
287,21,159,234,214,4
181,27,217,244,142,4
101,17,246,214,90,4
61,6,225,228,137,4
176,7,224,244,154,4
189,9,221,247,160,4
199,29,197,250,170,4
98,10,237,225,118,4
3,5,214,231,155,4
313,10,194,233,179,4
128,22,250,220,87,4
108,2,221,237,151,4
338,15,187,218,170,4
357,20,184,199,149,4
22,11,213,217,139,4
135,2,222,238,151,4
198,15,214,252,169,4
131,18,246,227,102,4
139,5,228,238,144,4
284,4,209,240,169,4
297,10,193,237,184,4
56,7,225,226,135,4
322,21,162,214,189,4
48,11,224,215,123,4
180,7,223,244,156,4
164,19,234,242,131,4
270,2,214,239,163,4
307,14,180,231,190,4
103,21,250,208,76,4
304,7,201,237,175,4
40,20,217,192,101,4
50,8,224,223,134,4
101,5,228,233,139,4
45,2,220,234,151,4
308,8,197,235,178,4
307,15,178,230,192,4
311,17,170,225,194,4
254,12,193,248,193,4
35,24,209,178,93,4
29,16,213,204,123,4
25,11,215,216,137,4
352,10,202,222,158,4
315,18,169,222,192,4
88,19,244,206,84,4
257,11,195,247,190,4
103,30,253,187,39,4
100,18,247,212,87,4
257,8,201,245,183,4
116,26,253,206,63,4
349,10,202,224,160,4
325,23,158,209,188,4
335,13,189,221,171,4
118,23,252,211,74,4
98,5,228,233,138,4
267,8,200,244,183,4
261,21,164,246,217,4
302,18,167,229,201,4
74,14,236,212,104,4
189,3,219,241,158,4
229,20,187,254,199,4
337,16,183,216,171,4
45,14,223,210,118,4
201,4,218,243,161,4
216,21,194,254,189,4
234,21,180,253,205,4
68,30,235,167,43,4
61,27,230,173,58,4
5,22,187,192,137,4
313,17,171,224,193,4
45,14,223,210,118,4
278,12,188,242,193,4
55,30,223,161,50,4
106,28,254,193,48,4
63,34,227,150,29,4
83,34,244,161,18,4
102,35,252,170,14,4
98,34,251,172,0,4
6,9,209,222,151,4
75,31,239,166,35,4
90,38,246,152,0,4
96,38,249,157,0,4
100,37,251,164,0,4
90,26,248,190,54,4
13,14,205,209,139,4
76,2,222,235,150,4
94,40,246,150,0,4
90,37,246,154,0,4
96,35,250,168,0,4
59,1,220,235,152,4
114,24,252,209,70,4
262,2,215,239,162,4
58,27,228,174,63,4
90,30,249,179,37,4
84,37,242,151,0,4
86,42,240,137,0,4
144,13,238,237,126,4
275,8,199,242,182,4
95,29,251,182,38,4
100,32,252,178,27,4
100,35,252,170,16,4
97,34,251,169,17,4
89,41,243,143,0,4
81,35,242,157,0,4
106,19,248,214,86,4
38,28,207,166,78,4
60,31,227,159,43,4
68,32,234,160,33,4
75,30,239,168,37,4
85,32,246,170,28,4
93,33,250,171,22,4
102,33,253,177,23,4
92,35,248,163,12,4
78,31,242,168,33,4
62,19,232,197,90,4
311,10,194,233,179,4
119,11,239,230,120,4
271,9,196,243,187,4
244,10,200,248,186,4
247,12,195,249,191,4
40,33,203,150,60,4
61,25,231,181,68,4
93,26,250,190,51,4
105,32,254,182,30,4
96,33,251,174,24,4
110,36,253,174,15,4
112,36,253,177,18,4
111,35,254,180,22,4
107,32,254,183,30,4
99,29,252,185,40,4
90,27,249,187,50,4
318,11,190,230,179,4
292,26,140,225,221,4
200,23,205,253,172,4
179,25,221,245,141,4
154,21,239,237,117,4
120,16,246,225,103,4
72,2,222,234,149,4
219,9,210,249,175,4
234,15,194,252,194,4
259,17,176,247,209,4
62,27,231,173,58,4
86,32,246,168,25,4
125,35,252,191,34,4
113,31,254,192,41,4
97,38,249,159,1,4
98,38,249,158,0,4
102,37,252,166,0,4
105,36,253,173,0,4
109,30,254,191,41,4
105,24,252,203,66,4
81,9,232,225,125,4
307,16,174,229,194,4
75,7,229,226,130,4
322,11,193,229,176,4
0,5,213,231,156,4
192,9,220,248,162,4
254,24,159,247,222,4
250,24,161,248,220,4
158,19,237,239,125,4
129,39,249,186,25,4
125,44,247,169,0,4
126,40,249,179,16,4
128,38,250,186,25,4
130,36,250,194,38,4
136,32,249,207,58,4
133,32,251,206,58,4
120,33,254,193,38,4
98,38,249,158,0,4
98,38,250,160,3,4
101,33,253,177,26,4
104,29,253,189,42,4
106,26,253,197,54,4
338,8,202,228,165,4
312,24,150,215,202,4
0,9,206,222,154,4
326,9,198,230,172,4
257,11,193,247,192,4
57,21,229,191,86,4
